"","symbol","date","open","high","low","close","volume","adjusted"
"56","AAPL",2024-03-21,177.050003051758,177.490005493164,170.839996337891,171.369995117188,106181300,170.56462097168
"57","AAPL",2024-03-22,171.759994506836,173.050003051758,170.059997558594,172.279998779297,71106600,171.470352172852
"58","AAPL",2024-03-25,170.570007324219,171.940002441406,169.449996948242,170.850006103516,54288300,170.047073364258
"59","AAPL",2024-03-26,170,171.419998168945,169.580001831055,169.710006713867,57388400,168.91242980957
"60","AAPL",2024-03-27,170.410003662109,173.600006103516,170.110000610352,173.309997558594,60273300,172.495513916016
"61","AAPL",2024-03-28,171.75,172.229995727539,170.509994506836,171.479995727539,65672700,170.674102783203
"62","AAPL",2024-04-01,171.190002441406,171.25,169.479995727539,170.029998779297,46240500,169.230911254883
"63","AAPL",2024-04-02,169.080001831055,169.339996337891,168.229995727539,168.839996337891,49329500,168.046493530273
"64","AAPL",2024-04-03,168.789993286133,170.679992675781,168.580001831055,169.649993896484,47691700,168.852691650391
"65","AAPL",2024-04-04,170.289993286133,171.919998168945,168.820007324219,168.820007324219,53704400,168.026611328125
"66","AAPL",2024-04-05,169.589996337891,170.389999389648,168.949996948242,169.580001831055,42055200,168.78303527832
"67","AAPL",2024-04-08,169.029998779297,169.199996948242,168.240005493164,168.449996948242,37425500,167.658340454102
"68","AAPL",2024-04-09,168.699996948242,170.080001831055,168.350006103516,169.669998168945,42451200,168.872604370117
"69","AAPL",2024-04-10,168.800003051758,169.089996337891,167.110000610352,167.779998779297,49709300,166.991485595703
"70","AAPL",2024-04-11,168.339996337891,175.460006713867,168.160003662109,175.039993286133,91070300,174.217376708984
"71","AAPL",2024-04-12,174.259994506836,178.360000610352,174.210006713867,176.550003051758,101593300,175.720275878906
"72","AAPL",2024-04-15,175.360000610352,176.630004882812,172.5,172.690002441406,73531800,171.878402709961
"73","AAPL",2024-04-16,171.75,173.759994506836,168.270004272461,169.380004882812,73711200,168.583984375
"74","AAPL",2024-04-17,169.610000610352,170.649993896484,168,168,50901200,167.210464477539
"75","AAPL",2024-04-18,168.029998779297,168.639999389648,166.550003051758,167.039993286133,43122900,166.254959106445
"76","AAPL",2024-04-19,166.210006713867,166.399993896484,164.080001831055,165,67772100,164.224563598633
"77","AAPL",2024-04-22,165.520004272461,167.259994506836,164.770004272461,165.839996337891,48116400,165.060592651367
"78","AAPL",2024-04-23,165.350006103516,167.050003051758,164.919998168945,166.899993896484,49537800,166.115615844727
"79","AAPL",2024-04-24,166.539993286133,169.300003051758,166.210006713867,169.020004272461,48251800,168.225662231445
"80","AAPL",2024-04-25,169.529998779297,170.610000610352,168.149993896484,169.889999389648,50558300,169.091583251953
"81","AAPL",2024-04-26,169.880004882812,171.339996337891,169.179992675781,169.300003051758,44838400,168.504348754883
"82","AAPL",2024-04-29,173.369995117188,176.029998779297,173.100006103516,173.5,68169400,172.684600830078
"83","AAPL",2024-04-30,173.330001831055,174.990005493164,170,170.330001831055,65934800,169.529510498047
"84","AAPL",2024-05-01,169.580001831055,172.710006713867,169.110000610352,169.300003051758,50383100,168.504348754883
"85","AAPL",2024-05-02,172.509994506836,173.419998168945,170.889999389648,173.029998779297,94214900,172.216827392578
"86","AAPL",2024-05-03,186.649993896484,187,182.660003662109,183.380004882812,163224100,182.518173217773
"87","AAPL",2024-05-06,182.350006103516,184.199996948242,180.419998168945,181.710006713867,78569700,180.856033325195
"88","AAPL",2024-05-07,183.449996948242,184.899993896484,181.320007324219,182.399993896484,77305800,181.542785644531
"89","AAPL",2024-05-08,182.850006103516,183.070007324219,181.449996948242,182.740005493164,45057100,181.88117980957
"90","AAPL",2024-05-09,182.559997558594,184.660003662109,182.110000610352,184.570007324219,48983000,183.702606201172
"91","AAPL",2024-05-10,184.899993896484,185.089996337891,182.130004882812,183.050003051758,50759500,182.43684387207
"92","AAPL",2024-05-13,185.440002441406,187.100006103516,184.619995117188,186.279998779297,72044800,185.656005859375
"93","AAPL",2024-05-14,187.509994506836,188.300003051758,186.289993286133,187.429992675781,52393600,186.802169799805
"94","AAPL",2024-05-15,187.910003662109,190.649993896484,187.369995117188,189.720001220703,70400000,189.084503173828
"95","AAPL",2024-05-16,190.470001220703,191.100006103516,189.660003662109,189.839996337891,52845200,189.2041015625
"96","AAPL",2024-05-17,189.509994506836,190.809997558594,189.179992675781,189.869995117188,41282900,189.233993530273
"97","AAPL",2024-05-20,189.330001831055,191.919998168945,189.009994506836,191.039993286133,44361300,190.400085449219
"98","AAPL",2024-05-21,191.089996337891,192.729995727539,190.919998168945,192.350006103516,42309400,191.705703735352
"99","AAPL",2024-05-22,192.270004272461,192.820007324219,190.270004272461,190.899993896484,34648500,190.260543823242
"100","AAPL",2024-05-23,190.979995727539,191,186.630004882812,186.880004882812,51005900,186.254013061523
"101","AAPL",2024-05-24,188.820007324219,190.580001831055,188.039993286133,189.979995727539,36294600,189.343627929688
"102","AAPL",2024-05-28,191.509994506836,193,189.100006103516,189.990005493164,52280100,189.353591918945
"103","AAPL",2024-05-29,189.610000610352,192.25,189.509994506836,190.289993286133,53068000,189.652587890625
"104","AAPL",2024-05-30,190.759994506836,192.179992675781,190.630004882812,191.289993286133,49947900,190.64924621582
"105","AAPL",2024-05-31,191.440002441406,192.570007324219,189.910003662109,192.25,75158300,191.606018066406
"106","AAPL",2024-06-03,192.899993896484,194.990005493164,192.520004272461,194.029998779297,50080500,193.380065917969
"107","AAPL",2024-06-04,194.639999389648,195.320007324219,193.029998779297,194.350006103516,47471400,193.698989868164
"108","AAPL",2024-06-05,195.399993896484,196.899993896484,194.869995117188,195.869995117188,54156800,195.213897705078
"109","AAPL",2024-06-06,195.690002441406,196.5,194.169998168945,194.479995727539,41181800,193.828567504883
"110","AAPL",2024-06-07,194.649993896484,196.940002441406,194.139999389648,196.889999389648,53103900,196.23046875
"111","AAPL",2024-06-10,196.899993896484,197.300003051758,192.149993896484,193.119995117188,97262100,192.473098754883
"112","AAPL",2024-06-11,193.649993896484,207.160003662109,193.630004882812,207.149993896484,172373300,206.456115722656
"113","AAPL",2024-06-12,207.369995117188,220.199996948242,206.899993896484,213.070007324219,198134300,212.356307983398
"114","AAPL",2024-06-13,214.740005493164,216.75,211.600006103516,214.240005493164,97862700,213.522369384766
"115","AAPL",2024-06-14,213.850006103516,215.169998168945,211.300003051758,212.490005493164,70122700,211.778228759766
"116","AAPL",2024-06-17,213.369995117188,218.949996948242,212.720001220703,216.669998168945,93728300,215.944229125977
"117","AAPL",2024-06-18,217.589996337891,218.630004882812,213,214.289993286133,79943300,213.572189331055
"118","AAPL",2024-06-20,213.929992675781,214.240005493164,208.850006103516,209.679992675781,86172500,208.977630615234
"119","AAPL",2024-06-21,210.389999389648,211.889999389648,207.110000610352,207.490005493164,246421400,206.794982910156
"120","AAPL",2024-06-24,207.720001220703,212.699996948242,206.589996337891,208.139999389648,80727000,207.442810058594
"121","AAPL",2024-06-25,209.149993896484,211.380004882812,208.610000610352,209.070007324219,56713900,208.369689941406
"122","AAPL",2024-06-26,211.5,214.860000610352,210.639999389648,213.25,66213200,212.535690307617
"123","AAPL",2024-06-27,214.690002441406,215.740005493164,212.350006103516,214.100006103516,49772700,213.382858276367
"124","AAPL",2024-06-28,215.770004272461,216.070007324219,210.300003051758,210.619995117188,82542700,209.914474487305
"125","AAPL",2024-07-01,212.089996337891,217.509994506836,211.919998168945,216.75,60402900,216.023956298828
"126","AAPL",2024-07-02,216.149993896484,220.380004882812,215.100006103516,220.270004272461,58046200,219.532165527344
"127","AAPL",2024-07-03,220,221.550003051758,219.029998779297,221.550003051758,37369800,220.807891845703
"128","AAPL",2024-07-05,221.649993896484,226.449996948242,221.649993896484,226.339996337891,60412400,225.581832885742
"129","AAPL",2024-07-08,227.089996337891,227.850006103516,223.25,227.820007324219,59085900,227.056884765625
"130","AAPL",2024-07-09,227.929992675781,229.399993896484,226.369995117188,228.679992675781,48076100,227.913986206055
"131","AAPL",2024-07-10,229.300003051758,233.080001831055,229.25,232.979995727539,62627700,232.199600219727
"132","AAPL",2024-07-11,231.389999389648,232.389999389648,225.770004272461,227.570007324219,64710600,226.807723999023
"133","AAPL",2024-07-12,228.919998168945,232.639999389648,228.679992675781,230.539993286133,53046500,229.767761230469
"134","AAPL",2024-07-15,236.479995727539,237.229995727539,233.089996337891,234.399993896484,62631300,233.614837646484
"135","AAPL",2024-07-16,235,236.270004272461,232.330001831055,234.820007324219,43234300,234.033432006836
"136","AAPL",2024-07-17,229.449996948242,231.460006713867,226.639999389648,228.880004882812,57345900,228.113327026367
"137","AAPL",2024-07-18,230.279998779297,230.440002441406,222.270004272461,224.179992675781,66034600,223.429077148438
"138","AAPL",2024-07-19,224.820007324219,226.800003051758,223.279998779297,224.309997558594,49151500,223.558624267578
"139","AAPL",2024-07-22,227.009994506836,227.779998779297,223.089996337891,223.960006713867,48201800,223.209808349609
"140","AAPL",2024-07-23,224.369995117188,226.940002441406,222.679992675781,225.009994506836,39960300,224.256286621094
"141","AAPL",2024-07-24,224,224.800003051758,217.130004882812,218.539993286133,61777600,217.807968139648
"142","AAPL",2024-07-25,218.929992675781,220.850006103516,214.619995117188,217.490005493164,51391200,216.761489868164
"143","AAPL",2024-07-26,218.699996948242,219.490005493164,216.009994506836,217.960006713867,41601300,217.229904174805
"144","AAPL",2024-07-29,216.960006713867,219.300003051758,215.75,218.240005493164,36311800,217.508972167969
"145","AAPL",2024-07-30,219.190002441406,220.330001831055,216.119995117188,218.800003051758,41643800,218.067092895508
"146","AAPL",2024-07-31,221.440002441406,223.820007324219,220.630004882812,222.080001831055,50036300,221.33610534668
"147","AAPL",2024-08-01,224.369995117188,224.479995727539,217.020004272461,218.360000610352,62501000,217.628570556641
"148","AAPL",2024-08-02,219.149993896484,225.600006103516,217.710006713867,219.860000610352,105568600,219.123550415039
"149","AAPL",2024-08-05,199.089996337891,213.5,196,209.270004272461,119548600,208.56901550293
"150","AAPL",2024-08-06,205.300003051758,209.990005493164,201.070007324219,207.229995727539,69660500,206.535858154297
"151","AAPL",2024-08-07,206.899993896484,213.639999389648,206.389999389648,209.820007324219,63516400,209.1171875
"152","AAPL",2024-08-08,213.110000610352,214.199996948242,208.830001831055,213.309997558594,47161100,212.595474243164
"153","AAPL",2024-08-09,212.100006103516,216.779998779297,211.970001220703,216.240005493164,42201600,215.515686035156
"154","AAPL",2024-08-12,216.070007324219,219.509994506836,215.600006103516,217.529998779297,38028100,217.052291870117
"155","AAPL",2024-08-13,219.009994506836,221.889999389648,219.009994506836,221.270004272461,44155300,220.784072875977
"156","AAPL",2024-08-14,220.570007324219,223.029998779297,219.699996948242,221.720001220703,41960600,221.233093261719
"157","AAPL",2024-08-15,224.600006103516,225.350006103516,222.759994506836,224.720001220703,46414000,224.226501464844
"158","AAPL",2024-08-16,223.919998168945,226.830001831055,223.649993896484,226.050003051758,44340200,225.553588867188
"159","AAPL",2024-08-19,225.720001220703,225.990005493164,223.039993286133,225.889999389648,40687800,225.393936157227
"160","AAPL",2024-08-20,225.770004272461,227.169998168945,225.449996948242,226.509994506836,30299000,226.012573242188
"161","AAPL",2024-08-21,226.520004272461,227.979995727539,225.050003051758,226.399993896484,34765500,225.902801513672
"162","AAPL",2024-08-22,227.789993286133,228.339996337891,223.899993896484,224.529998779297,43695300,224.036926269531
"163","AAPL",2024-08-23,225.660003662109,228.220001220703,224.330001831055,226.839996337891,38677300,226.341842651367
"164","AAPL",2024-08-26,226.759994506836,227.279998779297,223.889999389648,227.179992675781,30602200,226.681091308594
"165","AAPL",2024-08-27,226,228.850006103516,224.889999389648,228.029998779297,35934600,227.529220581055
"166","AAPL",2024-08-28,227.919998168945,229.860000610352,225.679992675781,226.490005493164,38052200,225.992614746094
"167","AAPL",2024-08-29,230.100006103516,232.919998168945,228.880004882812,229.789993286133,51906300,229.285369873047
"168","AAPL",2024-08-30,230.190002441406,230.399993896484,227.479995727539,229,52990800,228.497100830078
"169","AAPL",2024-09-03,228.550003051758,229,221.169998168945,222.770004272461,50190600,222.280776977539
"170","AAPL",2024-09-04,221.660003662109,221.779998779297,217.479995727539,220.850006103516,43840200,220.365005493164
"171","AAPL",2024-09-05,221.630004882812,225.479995727539,221.520004272461,222.380004882812,36615400,221.891632080078
"172","AAPL",2024-09-06,223.949996948242,225.240005493164,219.770004272461,220.820007324219,48423000,220.335083007812
"173","AAPL",2024-09-09,220.820007324219,221.270004272461,216.710006713867,220.910003662109,67180000,220.424865722656
"174","AAPL",2024-09-10,218.919998168945,221.479995727539,216.729995727539,220.110000610352,51591000,219.62663269043
"175","AAPL",2024-09-11,221.460006713867,223.089996337891,217.889999389648,222.660003662109,44587100,222.171020507812
"176","AAPL",2024-09-12,222.5,223.550003051758,219.820007324219,222.770004272461,37498200,222.280776977539
"177","AAPL",2024-09-13,223.580001831055,224.039993286133,221.910003662109,222.5,36766600,222.011383056641
"178","AAPL",2024-09-16,216.539993286133,217.220001220703,213.919998168945,216.320007324219,59357400,215.844955444336
"179","AAPL",2024-09-17,215.75,216.899993896484,214.5,216.789993286133,45519300,216.313903808594
"180","AAPL",2024-09-18,217.550003051758,222.710006713867,217.539993286133,220.690002441406,59894900,220.205352783203
"181","AAPL",2024-09-19,224.990005493164,229.820007324219,224.630004882812,228.869995117188,66781300,228.367385864258
"182","AAPL",2024-09-20,229.970001220703,233.089996337891,227.619995117188,228.199996948242,318679900,227.698852539062
"183","AAPL",2024-09-23,227.339996337891,229.449996948242,225.809997558594,226.470001220703,54146000,225.97265625
"184","AAPL",2024-09-24,228.649993896484,229.350006103516,225.729995727539,227.369995117188,43556100,226.870681762695
"185","AAPL",2024-09-25,224.929992675781,227.289993286133,224.020004272461,226.369995117188,42308700,225.87287902832
"186","AAPL",2024-09-26,227.300003051758,228.5,225.410003662109,227.520004272461,36636700,227.020355224609
"187","AAPL",2024-09-27,228.460006713867,229.520004272461,227.300003051758,227.789993286133,34026000,227.289749145508
"188","AAPL",2024-09-30,230.039993286133,233,229.649993896484,233,54541900,232.488327026367
"189","AAPL",2024-10-01,229.520004272461,229.649993896484,223.740005493164,226.210006713867,63285000,225.713241577148
"190","AAPL",2024-10-02,225.889999389648,227.369995117188,223.020004272461,226.779998779297,32880600,226.281982421875
"191","AAPL",2024-10-03,225.139999389648,226.809997558594,223.320007324219,225.669998168945,34044200,225.174407958984
"192","AAPL",2024-10-04,227.899993896484,228,224.130004882812,226.800003051758,37245100,226.301940917969
"193","AAPL",2024-10-07,224.5,225.690002441406,221.330001831055,221.690002441406,39505400,221.203155517578
"194","AAPL",2024-10-08,224.300003051758,225.979995727539,223.25,225.770004272461,31855700,225.274200439453
"195","AAPL",2024-10-09,225.229995727539,229.75,224.830001831055,229.539993286133,33591100,229.035919189453
"196","AAPL",2024-10-10,227.779998779297,229.5,227.169998168945,229.039993286133,28183500,228.537017822266
"197","AAPL",2024-10-11,229.300003051758,229.410003662109,227.339996337891,227.550003051758,31759200,227.05029296875
"198","AAPL",2024-10-14,228.699996948242,231.729995727539,228.600006103516,231.300003051758,39882100,230.792053222656
"199","AAPL",2024-10-15,233.610000610352,237.490005493164,232.369995117188,233.850006103516,64751400,233.336456298828
"200","AAPL",2024-10-16,231.600006103516,232.119995117188,229.839996337891,231.779998779297,34082200,231.27099609375
"201","AAPL",2024-10-17,233.429992675781,233.850006103516,230.520004272461,232.149993896484,32993800,231.640182495117
"202","AAPL",2024-10-18,236.179992675781,236.179992675781,234.009994506836,235,46431500,234.483917236328
"203","AAPL",2024-10-21,234.449996948242,236.850006103516,234.449996948242,236.479995727539,36254500,235.960678100586
"204","AAPL",2024-10-22,233.889999389648,236.220001220703,232.600006103516,235.860000610352,38846600,235.342041015625
"205","AAPL",2024-10-23,234.080001831055,235.139999389648,227.759994506836,230.759994506836,52287000,230.253234863281
"206","AAPL",2024-10-24,229.979995727539,230.820007324219,228.410003662109,230.570007324219,31109500,230.063674926758
"207","AAPL",2024-10-25,229.740005493164,233.220001220703,229.570007324219,231.410003662109,38802300,230.901809692383
"208","AAPL",2024-10-28,233.320007324219,234.729995727539,232.550003051758,233.399993896484,36087100,232.887435913086
"209","AAPL",2024-10-29,233.100006103516,234.330001831055,232.320007324219,233.669998168945,35417200,233.156845092773
"210","AAPL",2024-10-30,232.610000610352,233.470001220703,229.550003051758,230.100006103516,47070900,229.594680786133
"211","AAPL",2024-10-31,229.339996337891,229.830001831055,225.369995117188,225.910003662109,64370100,225.41389465332
"212","AAPL",2024-11-01,220.970001220703,225.350006103516,220.270004272461,222.910003662109,65276700,222.420471191406
"213","AAPL",2024-11-04,220.990005493164,222.789993286133,219.710006713867,222.009994506836,44944500,221.522445678711
"214","AAPL",2024-11-05,221.800003051758,223.949996948242,221.139999389648,223.449996948242,28111300,222.959289550781
"215","AAPL",2024-11-06,222.610000610352,226.070007324219,221.190002441406,222.720001220703,54561100,222.230895996094
"216","AAPL",2024-11-07,224.630004882812,227.880004882812,224.570007324219,227.479995727539,42137700,226.980438232422
"217","AAPL",2024-11-08,227.169998168945,228.660003662109,226.410003662109,226.960006713867,38328800,226.710739135742
"218","AAPL",2024-11-11,225,225.699996948242,221.5,224.229995727539,42005600,223.983734130859
"219","AAPL",2024-11-12,224.550003051758,225.589996337891,223.360000610352,224.229995727539,40398300,223.983734130859
"220","AAPL",2024-11-13,224.009994506836,226.649993896484,222.759994506836,225.119995117188,48566200,224.872756958008
"221","AAPL",2024-11-14,225.020004272461,228.869995117188,225,228.220001220703,44923900,227.969360351562
"222","AAPL",2024-11-15,226.399993896484,226.919998168945,224.270004272461,225,47923700,224.752883911133
"223","AAPL",2024-11-18,225.25,229.740005493164,225.169998168945,228.020004272461,44686000,227.769577026367
"224","AAPL",2024-11-19,226.979995727539,230.160003662109,226.660003662109,228.279998779297,36211800,228.029281616211
"225","AAPL",2024-11-20,228.059997558594,229.929992675781,225.889999389648,229,35169600,228.748489379883
"226","AAPL",2024-11-21,228.880004882812,230.160003662109,225.710006713867,228.520004272461,42108300,228.269027709961
"227","AAPL",2024-11-22,228.059997558594,230.720001220703,228.059997558594,229.869995117188,38168300,229.617538452148
"228","AAPL",2024-11-25,231.460006713867,233.25,229.740005493164,232.869995117188,90152800,232.614242553711
"229","AAPL",2024-11-26,233.330001831055,235.570007324219,233.330001831055,235.059997558594,45986200,234.801834106445
"230","AAPL",2024-11-27,234.470001220703,235.690002441406,233.809997558594,234.929992675781,33498400,234.671981811523
"231","AAPL",2024-11-29,234.809997558594,237.809997558594,233.970001220703,237.330001831055,28481400,237.069351196289
"232","AAPL",2024-12-02,237.270004272461,240.789993286133,237.160003662109,239.589996337891,48137100,239.326858520508
"233","AAPL",2024-12-03,239.809997558594,242.759994506836,238.899993896484,242.649993896484,38861000,242.383499145508
"234","AAPL",2024-12-04,242.869995117188,244.110000610352,241.25,243.009994506836,44383900,242.743103027344
"235","AAPL",2024-12-05,243.990005493164,244.539993286133,242.130004882812,243.039993286133,40033900,242.773071289062
"236","AAPL",2024-12-06,242.910003662109,244.630004882812,242.080001831055,242.839996337891,36870600,242.573287963867
"237","AAPL",2024-12-09,241.830001831055,247.240005493164,241.75,246.75,44649200,246.47900390625
"238","AAPL",2024-12-10,246.889999389648,248.210006713867,245.339996337891,247.770004272461,36914800,247.49787902832
"239","AAPL",2024-12-11,247.960006713867,250.800003051758,246.259994506836,246.490005493164,45205800,246.219284057617
"240","AAPL",2024-12-12,246.889999389648,248.740005493164,245.679992675781,247.960006713867,32777500,247.687683105469
"241","AAPL",2024-12-13,247.820007324219,249.289993286133,246.240005493164,248.130004882812,33155300,247.857482910156
"242","AAPL",2024-12-16,247.990005493164,251.380004882812,247.649993896484,251.039993286133,51694800,250.764282226562
"243","AAPL",2024-12-17,250.080001831055,253.830001831055,249.779998779297,253.479995727539,51356400,253.201599121094
"244","AAPL",2024-12-18,252.160003662109,254.279998779297,247.740005493164,248.050003051758,56774100,247.777572631836
"245","AAPL",2024-12-19,247.5,252,247.089996337891,249.789993286133,60882300,249.515655517578
"246","AAPL",2024-12-20,248.039993286133,255,245.690002441406,254.490005493164,147495300,254.210510253906
"247","AAPL",2024-12-23,254.770004272461,255.649993896484,253.449996948242,255.270004272461,40858800,254.989654541016
"248","AAPL",2024-12-24,255.490005493164,258.209991455078,255.289993286133,258.200012207031,23234700,257.916442871094
"249","AAPL",2024-12-26,258.190002441406,260.100006103516,257.630004882812,259.019989013672,27237100,258.735504150391
"250","AAPL",2024-12-27,257.829986572266,258.700012207031,253.059997558594,255.589996337891,42355300,255.309295654297
"251","AAPL",2024-12-30,252.229995727539,253.5,250.75,252.199996948242,35557500,251.92301940918
"252","AAPL",2024-12-31,252.440002441406,253.279998779297,249.429992675781,250.419998168945,39480700,250.144973754883
"253","AAPL",2025-01-02,248.929992675781,249.100006103516,241.820007324219,243.850006103516,55740700,243.58219909668
"254","AAPL",2025-01-03,243.360000610352,244.179992675781,241.889999389648,243.360000610352,40244100,243.092727661133
"255","AAPL",2025-01-06,244.309997558594,247.330001831055,243.199996948242,245,45045600,244.730926513672
"256","AAPL",2025-01-07,242.979995727539,245.550003051758,241.350006103516,242.210006713867,40856000,241.944000244141
"257","AAPL",2025-01-08,241.919998168945,243.710006713867,240.050003051758,242.699996948242,37628900,242.433441162109
"258","AAPL",2025-01-10,240.009994506836,240.160003662109,233,236.850006103516,61710900,236.589874267578
"259","AAPL",2025-01-13,233.529998779297,234.669998168945,229.720001220703,234.399993896484,49630700,234.142562866211
"260","AAPL",2025-01-14,234.75,236.119995117188,232.470001220703,233.279998779297,39435300,233.023788452148
"261","AAPL",2025-01-15,234.639999389648,238.960006713867,234.429992675781,237.869995117188,39832000,237.608749389648
"262","AAPL",2025-01-16,237.350006103516,238.009994506836,228.029998779297,228.259994506836,71759100,228.009307861328
"263","AAPL",2025-01-17,232.119995117188,232.289993286133,228.479995727539,229.979995727539,68488300,229.727416992188
